path,bytes,sha256,git_inclusion
e001_handoff/artifacts/attempt_001/diagnostics/direct_zero_training_smoke.json,565589,a6c69c3e1a081e416e616747de3a89937742db4512b8469018d5f8f77b5e92bb,eligible
e001_handoff/artifacts/attempt_001/diagnostics/postverdict_analysis.json,16978,8d4a6b4af6ec96d51572a7c2bc2af6f520638737231061df6fbc5f81f7fb7a1b,eligible
e001_handoff/artifacts/attempt_001/diagnostics/required_tables.json,6553,184eb9318a4c167075684abf60fc4ec03e40170bffbe6acdeb6b5b105c462bc9,eligible
e001_handoff/artifacts/attempt_001/figures/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/artifacts/attempt_001/figures/delta_nll_conditions.png,60671,13ea2e097dd32fb4e87884f9899a0536c04182c41acc7dbaa97fdf157cec4322,eligible
e001_handoff/artifacts/attempt_001/figures/gdn_translation_error_by_layer.png,41862,bdfa304bf76dc6bc0b4e2e0b228ba2928a6867e50fba82dfe72771a25a81b8ac,eligible
e001_handoff/artifacts/attempt_001/figures/kv_translation_error_by_layer.png,38212,484379788a3cad0c2e8ab1e95e84905051c24397dc154f0d591d5c7f393c26c9,eligible
e001_handoff/artifacts/attempt_001/figures/kv_vs_full_translation.png,76019,0b1dc011657240ca632b1fa7709ca45cd615eacf82b4d77a2b987c2115cf464d,eligible
e001_handoff/artifacts/attempt_001/figures/native_vs_handoff_position_curve.png,157454,0468b024e9ca2e9b291c3eb10aa335be40f696ca037baba92e192ebb1d7bdaef,eligible
e001_handoff/artifacts/attempt_001/figures/shuffled_state_control.png,77387,53431bdd9b95a2a8168f52a167f28aabca878400851973e14502c1e228072d08,eligible
e001_handoff/artifacts/attempt_001/figures/state_convergence_over_tokens.png,88342,b884e4d8adb5eef1b0abd2c6396aec0c117e36643e902a309c9b0966f65d0fe1,eligible
e001_handoff/artifacts/attempt_001/figures/target_quality_retention.png,39291,8819b549d8e233e5c2bd5ff0076d9b77646786432a5d1e0b27046c992c987a65,eligible
e001_handoff/artifacts/attempt_001/figures/timing_breakdown.png,60844,ba3eb0c6ff113a481ad6c79267a78030b2d87a35620be70de0f3ee5d3fe6c2d3,eligible
e001_handoff/artifacts/attempt_001/figures/verdict_summary.png,67451,4134827aef6904df0c8598092b49e6588c338d41bf562bf3566dd7ac4dcde561,eligible
e001_handoff/artifacts/attempt_001/implementation/REPOSITORY_AUDIT.md,950,7fd4191661b6ad7960f7dbcaa63b2b8ada146986d253f380e846ff6639dce7a9,eligible
e001_handoff/artifacts/attempt_001/implementation/architecture_correspondence.json,6867,04e6367fa47405b72e1f89d7874889896a992dee95bb2e449a6bc496833a4bb3,eligible
e001_handoff/artifacts/attempt_001/implementation/checkpoint_chunk_equivalence.json,492,68c1d84b1746f237be305ab50fd9f08c869a0af4a7b09f46d2e33d58204e30ca,eligible
e001_handoff/artifacts/attempt_001/implementation/final_test_results.json,394,1d8925eb920a2f881ebf82cba7feff840307fa08aaa90f356dc71e7f52a45ce9,eligible
e001_handoff/artifacts/attempt_001/implementation/final_tests.xml,7160,d35b7a8a38c0a7972368524be081bbd06c9b0fb83fbb3f52bf47dc0724b4e37d,eligible
e001_handoff/artifacts/attempt_001/implementation/learned_translation_install_smoke.json,85877,0ce63d81c95850ae47b9f881dd94b4cbcb180322ebc81472f2b456b006a885d0,eligible
e001_handoff/artifacts/attempt_001/implementation/model_revisions.json,1644,9f0c204327c01dde8abbb0aff588cce6fe3737c1a1921e4992c11f6c7dff8748,eligible
e001_handoff/artifacts/attempt_001/implementation/prelocked_test_results.json,479,c6c7d6af27e22fab3148075f070b8b016b3a850f0c295ecaa9c0d812f36f0948,eligible
e001_handoff/artifacts/attempt_001/implementation/prelocked_tests.xml,6110,b8afe78f24dfa22babebec87a9900a763c9afa0d5dba4007c9594d4a43ae9519,eligible
e001_handoff/artifacts/attempt_001/implementation/runtime_environment.json,625,2b724ec3c79eeafb44e9faad06a29b9fe324fbeca6758b81c21772d1aa9d2fb8,eligible
e001_handoff/artifacts/attempt_001/implementation/state_schema_source.json,107110,09fbd7188f64ea546c1fa02439b0a4c2b7a0217db8dd68983d61bfcaac34619a,eligible
e001_handoff/artifacts/attempt_001/implementation/state_schema_target.json,107110,65143cd05aebf940effae70689f63b92325d4056e9fdae00792788e1391f6161,eligible
e001_handoff/artifacts/attempt_001/long_context/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/artifacts/attempt_001/state_validation/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/artifacts/attempt_001/state_validation/same_model_restore_4b.json,217093,f31311513580202ef7878b5b85a953a866432c67c06067809d2eb7272fceb297,eligible
e001_handoff/artifacts/attempt_001/state_validation/same_model_restore_9b.json,217227,8513da6513c58b26f50b65a2b29393474e0f6a1bd7ccb342c97d6fe29080855f,eligible
e001_handoff/artifacts/attempt_001/state_validation/same_model_restore_smoke.json,27597,e50a63df79f267d153d3999892091b536cff6054b2166de112841288d7ff827b,eligible
e001_handoff/artifacts/attempt_001/timing/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/artifacts/attempt_001/verdict/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/artifacts/attempt_001/verdict/CANONICAL_4K_RESULT.json,2668,05bf7e2df42705cc752cff754dbfc1a5b67c3eff70c1921c909b0e842fac17d0,eligible
e001_handoff/artifacts/attempt_001/verdict/RESULT.json,2947,7290f0f16aca291c00fb80d4f0c8b35d13a6f9baf86758e4fb15481923e5ca6a,eligible
e001_handoff/data/MANIFEST_SUMMARY.json,3048,1be4f5162fd6fe9c9bf55f1cd2cb0faee1f675d7bdd2c94133a5f4e03ff2b7aa,eligible
e001_handoff/data/README.md,674,177181a483d76240ae2c92d551194888905e37f80080871844e77b1ca2a98edd,eligible
e001_handoff/data/fit/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/data/fit/manifest.jsonl,728187,aff342f57030a600aacb60a430a9215f530af9943b3b4cc62c5175b0ce985c40,eligible
e001_handoff/data/locked/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/data/locked/manifest.jsonl,1242683,f4d4e426e4b378c5648e1be7852286106cea5a02e43ae50dcc1f4ae8187e7794,eligible
e001_handoff/data/long/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/data/long/manifest.jsonl,1201255,7fb43fd49b4e86e3f157560d9e7fb5538120d89e6c2614c2f1f417b714ed7208,eligible
e001_handoff/data/validation/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e001_handoff/data/validation/manifest.jsonl,182187,0f536d6263f12cea92840f21ab0686b59d73260fcdebd1ee6e49a0f37e329da3,eligible
e001_handoff/runtime/__init__.py,52,e15cf5ee8c38d23113471772c1cf9c3eb96cac5d2cf69d5a75ac0fe86efa998c,eligible
e001_handoff/runtime/build_data_manifests.py,12029,8c593f2b8e6a869cfa5dd71b34d98f68eeea6595c434e75292fa470e4a5a8dec,eligible
e001_handoff/runtime/check_chunk_equivalence.py,2943,816517a9cfe31733c7b0b3fc4077e2bfcd60667c931ca51df4e6975cde5f1a89,eligible
e001_handoff/runtime/constants.py,1472,cf3a67e7371789601c94a97358e3aa5876d4bd7d9008a4d05c69610aef21ddaf,eligible
e001_handoff/runtime/direct_smoke.py,6969,61698fbd8b6011f75caf8d8926ad9e61afbe7d3fd47cd34abbba1262233dcb75,eligible
e001_handoff/runtime/environment.lock.txt,1144,7066fdfb476a4d78dc77bb7a6f4f9e2be9959ae3677bebf325ab90d51ba3acc3,eligible
e001_handoff/runtime/freeze_manifest.py,4846,e984aa9709e973fa35bc34190fd7e3d3a72d349d78a7e45105237a2fd718f96e,eligible
e001_handoff/runtime/inspect_architecture.py,5765,c7f73bff05fff2001d75559c33b7e5ad0d40fd55d2b1cd22a21708e4d4deba7c,eligible
e001_handoff/runtime/learned_install_smoke.py,5844,ec20f567480ee5bbeaa7b28f78158a43088c0f006f949f0993ec7b097d94d4b8,eligible
e001_handoff/runtime/lock_guard.py,2586,a6c21236f2a49eadbc1012af4ac8ca0c7648c48f77508b55c6be6a5597a198f9,eligible
e001_handoff/runtime/locked_run.py,21663,360bf3e9df6cc8eff90f689246b9f0b371dd2c994abeea5dec326e59642ee8b1,eligible
e001_handoff/runtime/modeling.py,4120,98e0874754eeac684a8ac647dffc7aed67a058916a900fefc6ab9c6e6b807310,eligible
e001_handoff/runtime/oracle_diagnostics.py,4250,6de53d70c5561656dd9979dae62ffb91b1aeb394c50ae8baa2ed6c8b4e863670,eligible
e001_handoff/runtime/paired_state_collection.py,11193,0a4a39b5a4aa349fa1a6245267f830f38f6459d71f415ed1c4a43dfa19cc96bf,eligible
e001_handoff/runtime/phase_a_restore.py,8580,b75c6f635679dd5c988a3e28891af2c8d96957c9307554f3222175d98f98e362,eligible
e001_handoff/runtime/requirements.lock,265,7a80a18a29330f7d941e454c6f3c8b0ffc0ca2f5ac1ceb59858f70dbd9f5c70d,eligible
e001_handoff/runtime/scoring.py,10078,0d75fd27223a81bb932a0d9b6d5474419859b918153a6472d56a7acf0c4e1223,eligible
e001_handoff/runtime/validation_contexts.py,1385,5721b3b42f8d584963cbd7ca298f924162fc557a3257fa0659846ea8db59ee9c,eligible
e001_handoff/state/__init__.py,61,6023a8a85105b1f9906e61c0d2e5becccce16db87dcb5b83da0d4775c93bd413,eligible
e001_handoff/state/cache_state.py,14867,4052eecaa1de1ad5a701e94f997f3e3a2b2274138ea55bba51130b0da5e71abe,eligible
e001_handoff/state/convergence.py,5348,58577fcb11c97c5584a2e4ad016d5d3ace93024ed62dd073226c12b712ce291e,eligible
e001_handoff/state/schema.py,7660,a7394c757314e8bf11c58624099f4e8854ff222abd5dcd29a0b4d04eb2bb37f5,eligible
e001_handoff/tests/__init__.py,58,3e8330aacd1f0e7bbbd4ebe4531e86dee15ba7c64f120f0525c089f9ae1757f1,eligible
e001_handoff/tests/test_bilinear.py,2088,3ac69352829ba5a4b1060977bb14b23ab779d9a0be54c92e61294cf4541ba5ae,eligible
e001_handoff/tests/test_data_and_sampling.py,1839,791b62b167b8b4fd4664478043191b7b7fceea3151c48b1f5e05648d1ac24cb9,eligible
e001_handoff/tests/test_final_artifacts.py,4340,b2f26620b9eff8d7e9398f151ad4b377fd6638d389a939cb88cce1d68a2ffa54,eligible
e001_handoff/tests/test_protocol_gates.py,12536,68360d7ff9f9ee75d7814a2eaef5cd528c806e2b2f6ac3293bda9eeab4f183cc,eligible
e001_handoff/tests/test_ridge_and_rope.py,1600,8402a01c4a03092482c2f7657f1b8e1ca024902628c193c8bd4530fa8cc1213b,eligible
e001_handoff/tests/test_state_cache.py,2190,79ffc1ab3ff48d713427e9f3bcfeb0685dbd94dc9248bcf3d824694f7c2f0558,eligible
e001_handoff/translators/__init__.py,43,c3364af60a66eb1993130debc6e216c0820df519d684acc39793eb4b62ae07dd,eligible
e001_handoff/translators/bilinear.py,6735,ead182249a3470c88c35f5152b97eb6de682253494dcfc7e4b65c80ff20c3555,eligible
e001_handoff/translators/fit_linear_translators.py,11631,1588fd176ce1b9b20cb9a14a6d15a0de649a10161227c226923bf37c1d5beb62,eligible
e001_handoff/translators/fit_recurrent_translator.py,6834,fc08fc59daf05a7fd9257946e1575c55d58b958914e6ac5747b35e99bbe88212,eligible
e001_handoff/translators/frozen/gdn_convolution_translator.json,447251,c1d81bcd442bb67937bf6e18c427edfe6ec6f9e3bace2eed1045d282d8366de3,eligible
e001_handoff/translators/frozen/gdn_convolution_translator.safetensors,103840600,2b580b1952f9835c9954850a4ea48ee986f1bb2cd0daca351a641e0c59e49a55,ignored_local_artifact
e001_handoff/translators/frozen/gdn_recurrent_translator.json,247873,5bfd7e27ce20be99c7fef9e0b94c47f5b243763faf1760f23ce2c21e30d328be,eligible
e001_handoff/translators/frozen/gdn_recurrent_translator.safetensors,201339648,f5db76bfb3e32b3ae8950bfaa67259725d77860145779e7b527157a51e0f9892,ignored_local_artifact
e001_handoff/translators/frozen/kv_translator.json,17965,fbbe13d9818f8933592aa432950b282a096a5a1c2f74d59860c8cf0bb8a5058b,eligible
e001_handoff/translators/frozen/kv_translator.safetensors,17042160,d4b11e27da1ca504dd0ab3188e31587560baf33a4b0fc3faf811833f8998b257,ignored_local_artifact
e001_handoff/translators/ridge.py,5944,79b1b16e1634615f5a7101309e4eaa611ea949118d6daac846ddd2471280900b,eligible
e001_handoff/translators/rope.py,2190,c6dc28b5f8b4b4295417d4cad161b898c1a6f8174fa8fbe555971378cc401e1a,eligible
e001_handoff/translators/runtime_translation.py,9138,8c766e7a04f2ed0357f70d6b6b033a76f57d6e4ab171d1ad066db6ed3f81f0a3,eligible
e002_coupler/ADAPTIVE_RESEARCH_LEDGER.md,2557,d722276d2c17f30b1a6c64da4337c39fe3c8bbd9b48a4af114684bd76369d1a3,eligible
e002_coupler/FROZEN_MANIFEST.json,14865,4ea9e85a2450a6c0f8dbb979f6ecfba32d4f45606103a946a32595208359070c,eligible
e002_coupler/PREREGISTRATION.json,6636,b5f220ac131c03bcd9f1ede4a210ba87d8df13dc1b3da861ffa214dc18b7a374,eligible
e002_coupler/PROTOCOL.md,4118,f5b1f6b944958a7bede0c5e43c69d2c5d8479c333fb4f451d073658955191c9d,eligible
e002_coupler/__init__.py,69,6c8ec1c53c7fb4c097ae6445c0c675826c25b360702e02596a4fbd09d5de993f,eligible
e002_coupler/analysis/__init__.py,52,f811be6175b2e80d2964b058a36f9e876043113e168596f05fe9b48e05f3a966,eligible
e002_coupler/analysis/audit.py,3993,387c477dd3fcc7b87a507750510daa1feeeb1658901de30021a9181c3bc8618b,eligible
e002_coupler/analysis/finalize_result.py,7352,5c33d051f273cee00fdc61af99a03ddbb4b0208b2031ddd57c42c8fa5c3e284d,eligible
e002_coupler/analysis/freeze_final_verdict.py,1949,c7de070c9a69b36cbdcbd917a44ac16a4507434c7ef270af5e61069daaafbb30,eligible
e002_coupler/analysis/generate_figures.py,13164,0222c0ed7ec5266deab28dd39e44459b956431bba24c74d221fa712ea9c50488,eligible
e002_coupler/analysis/locked_analysis.py,11021,dc9d331dd4c84c626cd4dd993bcfb4054b767c94c982ea9d824368511130e5f3,eligible
e002_coupler/analysis/metrics.py,927,f052a6e0af6b07af3f4c6e303e6e2391a974fd23e84210514de25963f9fbb5ad,eligible
e002_coupler/analysis/statistics.py,3822,1efcd38c98de8de171dcd833fc96b51099ea71c71f41349167b0408748860426,eligible
e002_coupler/analysis/verdict.py,3825,a7590c38454bd8e09831b75f48e9f500b3908c18763a059c24a8cab146bbd4af,eligible
e002_coupler/analysis/write_report.py,21515,29cf9cb418fe2fe8c57832a6cfc3ab1cc4ffb53e8232e97c8729b662dceef315,eligible
e002_coupler/artifacts/attempt_001/EXECUTIVE_SUMMARY.md,1146,febb881b3b65747770af68597388ab85619d0286eab44bd04bd78c9a1aa7316e,eligible
e002_coupler/artifacts/attempt_001/FINAL_ARTIFACT_MANIFEST.json,455123,c722b4d738510a3a77fc08bab5a94547e8a3fddfbce88b357bfcacb3bae96eb8,eligible
e002_coupler/artifacts/attempt_001/REPORT.md,11903,7a440b433c40fe812d7add760eeb80f57ef3c8a00e62eea5bb3b095389709ee6,eligible
e002_coupler/artifacts/attempt_001/diagnostics/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e002_coupler/artifacts/attempt_001/diagnostics/postverdict_ablation_raw.jsonl,3781811,5eeaaef39bb420c8bf24dd84f92accffbe179ebdd5ae9f8e82c1c42625f79681,eligible
e002_coupler/artifacts/attempt_001/diagnostics/postverdict_ablations.json,2024,b153c9c77f41339f3b87c67256a7097fd969103a00acd33d9daa1240c95221bf,eligible
e002_coupler/artifacts/attempt_001/factorial/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,eligible
e002_coupler/artifacts/attempt_001/factorial/base_state_selection.json,13096,cc9c60862d970f34a0988d29fe647d54ad93227cf30853a2e187b5fea5a93396,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_000.json,231874,64425f798198ea895a7e120bacfac5fda6043a8e77041f64b908d82a91daa530,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_001.json,231584,25149a42fd3e160a8d131384c2ebc4521376d57489be43fe2b566886503af7a9,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_002.json,231346,318d833abaeaff8da5ec8b3272569ce3215a80f90ad3588ee40ec26cd1d893ec,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_003.json,230753,e0bd2dbb6f20b1aa5314467ab811b3a3e1c309b56d7c0188ee65d96e4db2ec43,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_004.json,231572,cadf38830b4c56825465e0428318f2d807e46d86596aab6335c7d2594ac11b4f,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_005.json,230908,0c8f1632625196e93fe694ea3e2a6741782d66adc780e8f1040c86ee5f567cd7,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_006.json,230914,75d91fb539727cc7b6e4df12a681c10b4b04f79de6f9257d221302e79b66eefe,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_007.json,231528,09949b6c8a06d5c46ab3ca4afb87526cde74e032e3e8ab574bacdcba9964b68a,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_008.json,231870,393129b3bbb0b0f0afc993005212a8dd1d1c3a37773a64542d5c024f2e0a1354,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_009.json,231732,e559429c29cf0492dc636fb6d53b8f55a2c1ffad02a15746f3837baf94b121c0,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_010.json,232262,7571f1a9d3d35c5162ddfa9eb4eadfd3c6335eb65728969110a6bd9fab43983a,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_011.json,230947,a53a8cd9270759a746f7216ea14c4244402d65a959365f6c2fdd42a81688501b,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_012.json,231434,044db1d3a2ae1b7edbff3cb55bf33e6998e2f401bce05fa4794ef86170368e3d,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_013.json,230376,8743ee7f6940192fba44917dd04e9232e3cbb7e6492074b373b4cfce3cf3728e,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_014.json,231377,8a6e5ac891d5fdd8210aeff68405f097577fe2878ee6632ff42f7effa4d0367a,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_015.json,231997,83176320562726a8156a8798669a34ccaa7c5fc9f174cb20b72fdeb7fdf41044,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_016.json,231606,87c91ca1c49ad3d6adf255dfa0b5423f4cecb20334aab8aa39e606b4b4e04d94,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_017.json,231491,f1df42f8f1a7b62427fc107addff16ca7cc071e0048a2238d33f73ce8c777351,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_018.json,232687,4eb749f246bc5dd574d754825b4c225224772c398e50417b11f74a930ccee5df,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_019.json,231460,560551da06a937968d58ff01d6b113497dacc6b333f7751c3c1d3697aca1b08c,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_020.json,232653,2caa75194ec58b57e330e6e1a08a95e99fef2a056d6576442a8eee5f32d3560b,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_021.json,231107,e388a18c71cda4a93db0b8b9b0b0715edc7329810943f6fcc8105916979a37d2,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_022.json,231233,f34c50e55271f393e39352ea05f36d425089cf6db6af3c26012dd2015618c9e5,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_023.json,231124,f50f934e1d4124bbf3cb332b0bfb7a9ad72cebd7ba0723fdb0f001a302bd612f,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_024.json,231677,f502018aed045d627ee7c295ba1e019df59cc17f4f2537b8d8f0debbaecaa839,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_025.json,230194,607d8d500cd379db3de3f13797a62232719cf71fcab1f573250842846f033481,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_026.json,231680,4dc196fbacd78649df8c9ad6865e46e07c40496a0efd7c801eb486d9d3b5ae82,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_027.json,230673,11b786d1b85fded9aa298e274b66cebd2ef513cdbb42aa191e507e3b67d7a2a8,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_028.json,235428,6e37c9a746ffac76bc3aa4872848535f43bc4cd59d40876a11a2f765d12c2404,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_029.json,231032,4163b0f2441df1ed64c3f8d66f7321b680776815737e265850069a24b7a9e4de,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_030.json,230665,c54a63f67055fb10041cb95c6462a6c9bd6c5ab6370b9092cb8bd06762b3ec49,eligible
e002_coupler/artifacts/attempt_001/factorial/documents/document_031.json,231849,d3fc815bb2f178c0612adaccf9132ea3bf183d8a53aaa5612bd538229ef870be,eligible
e002_coupler/artifacts/attempt_001/factorial/factorial_validation_statistics.json,13096,cc9c60862d970f34a0988d29fe647d54ad93227cf30853a2e187b5fea5a93396,eligible
e002_coupler/artifacts/attempt_001/factorial/raw_evidence.jsonl,4336713,f26c1f74dbf1193b20b4e9a553c8302e17588c2611312de5c3dc0d2d4260110d,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_000.json,511,de3c25e3d69e3d2c323c6118be0433552e6479204d0493d100516e1fa9bbbc9b,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_001.json,512,aea87a1f4fa591a48724886fbba5afcaae3c2dba5ef7c24efdaf612a053a41bd,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_002.json,512,91c95f654e2b6463797235e8cc137efc8eb0cba5395640b271ceb9c701739de4,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_003.json,512,7f1ff4a67c89a8595e0e9925dc9127eb49c0723c5caf3080af2fbfce9f4ff153,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_004.json,512,bda41a98b5291608576d0c26d5e458cdeacb6ed5a27281c1f79da4233f5f69f7,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_005.json,512,7ff98c09d7c72270d5c594bdb72aa5c20f7787afc8af258ee40c498e580b7c19,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_006.json,512,abc1bbd3f8266c0af836c46c46ebfe3d5d2b4e88ac6f77f13b781072841f11b0,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_007.json,512,1a09bdc233a944f42196e8ecf1b15accb54c08adc4cf5a19b4f4555b28ab72cd,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_008.json,512,6a47c5c47096ef4a7e49b8ee0809bf4af30f728d9b1ea6e2086fa6235a970556,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_009.json,512,329c927959d0160981edbab59566a8872ee9c0dc2204ddf2d2a151117a7c87e5,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_010.json,513,d72152f45e2c4e563561f5178dc0e233f4c1b97c03c91a454ca331db8e143595,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_011.json,513,99abebe8befae5a849e4b81fa344b5e325489eb7606d2258e664a8d91930a4bc,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_012.json,513,da943917c3422ab5fbc307d51f83e39092c752469c449e83dfcbe6527ba5daa5,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_013.json,513,e092e07950c17a1f3f303fcf84634242dcaec96772c2cc1ec27fade35e139baa,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_014.json,513,d087154510063bf9c2d496ce8df12c2e2290c48dd9ca8122cd147f5c8f757ca3,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_015.json,513,1b2518af6206a46fbda0cac4feef0026d91b78aad555c768399ccb1c5ffb442c,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_016.json,513,5237e40a77aa8f9b05a5d23b131c7970d09c8d63bf40d6e0acfe783bf176c745,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_017.json,513,923c975d2f99f301ce9a3f2f73975656c65b689d48bf7aa0856fa79ffb293ad0,eligible
e002_coupler/artifacts/attempt_001/factorial/source/source_018.json,513,445b124c527b922349cbca486f8e19131dfd34f59c029002db89db9b58fb783f,eligible
